genero;pais;edad;hogar;estudios;empleo;conocermoocs;moocsrealizados;moocstrabajo;moocquierocontactos;moocquierocompartir;moocquieropersonas;moocquieroorganizaciones;moocquierootro;activo;potencialmdperiodicos;potencialmdtele;potencialmdradio;potencialmdredes;potencialmdinternet;perfilperiodicos;perfiltelevision;perfilradio;perfilredes;perfilinternet;potencialmooc;potencialeducformal;potencialeducfamiliar;edadeducaccion;valorainteligencia;valoraentusiasmo;valorainiciativas;valoradifusion;valoraconectar
Femenino;Chile;29;convivencia en pareja;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;3;3;5;4;4;3;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;10-20 años;4;4;5;4;5
Masculino;Panamá;31;Otro;Master;asalariado;Alguno de mis compañeros de trabajo estaban realizando un MOOC;4;cerca de la mitad de ellos;No;No;No;No;aprender más;3;4;3;2;5;3;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;4;5;5;4;4
Masculino;México;39;convivencia en pareja;Doctorado;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;No;Sí;Sí;0;3;3;5;5;5;4;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;20-30 años;5;5;4;4;5
Masculino;México;25;vivo solo;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;3;3;5;3;5;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;4;10-20 años;4;4;4;5;4
Femenino;México;29;vivo con mis padres;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;Sí;0;3;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Femenino;Perú;20;vivo con mis padres;Estudios medios;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;No;No;Sí;0;3;3;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;4;10-20 años;5;4;5;5;5
Masculino;Chile;21;vivo con mis padres;Estudios medios;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;No;No;No;0;3;3;4;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;4;5;5;10-20 años;4;4;3;3;5
Masculino;España;29;vivo con mis padres;Estudios medios;estudiante;Otro;0;ninguno de ellos;No;Sí;No;No;0;3;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;10-20 años;4;4;5;4;4
Femenino;México;47;convivencia en pareja;Universitario;autónomo;El MOOC era parte de los cursos que realizaba;2;cerca de la mitad de ellos;No;No;No;Sí;0;3;4;4;3;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;3;5;5;10-20 años;3;4;3;4;4
Femenino;México;22;convivencia en pareja;Estudios superiores;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;3;3;5;3;5;5;Consumidor;Productor;Productor;Colaborador;Colaborador;5;5;5;0-10 años;5;4;4;4;4
Femenino;Ecuador;37;vivo solo;Master;asalariado;Alguien que conozco me recomendó probar los MOOCs;1;cerca de un cuarto de ellos;No;No;No;Sí;0;3;3;5;4;5;4;Consumidor;Consumidor;Consumidor;Productor;Consumidor;4;5;5;0-10 años;4;4;4;3;3
Femenino;Venezuela;20;vivo con mis padres;Estudios medios;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;3;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;2;2;20-30 años;5;5;5;5;4
Femenino;Guatemala;27;vivo con mis padres;Universitario;autónomo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;No;Sí;Sí;0;3;5;5;5;5;3;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;10-20 años;5;5;5;5;5
Femenino;México;24;vivo con mis padres;Estudios medios;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;Sí;0;3;3;5;2;5;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;3;2;5;0-10 años;3;5;4;4;5
Masculino;España;29;convivencia con compañeros de piso;Master;asalariado;Navegaba por la red y por casualidad los encontré;1;ninguno de ellos;No;No;No;No;Completar mis conocimientos en basuras marinas;3;3;5;4;4;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;3;3;4;4;4
Masculino;México;25;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;No;Sí;No;0;3;5;5;4;5;5;Consumidor;Colaborador;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;5;5;5;4;5
Masculino;México;29;vivo con mis padres;Master;estudiante;Navegaba por la red y por casualidad los encontré;3;cerca de la mitad de ellos;No;Sí;No;No;0;3;3;4;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;4;5;4;0-10 años;4;4;5;4;4
Femenino;Chile;28;vivo solo;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;No;No;No;Aprender sobre basura marina y formas de tratar este problema;3;4;5;2;4;3;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;3;5;5;10-20 años;4;4;3;3;5
Femenino;Argentina;43;Otro;Otro;asalariado;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;2;ninguno de ellos;No;Sí;No;No;poder ayudar;3;5;3;2;5;5;Consumidor;Consumidor;Consumidor;Productor;Colaborador;5;5;5;10-20 años;5;5;3;3;5
Femenino;Argentina;20;vivo con mis padres;Estudios medios;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;3;5;5;3;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;5;5;5;4;4
Femenino;México;32;vivo solo;Universitario;autónomo;Alguien que conozco me recomendó probar los MOOCs;2;cerca de tres cuartos de ellos;No;No;No;Sí;0;3;4;4;3;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Masculino;México;22;vivo con mis padres;Estudios superiores;estudiante;Navegaba por la red y por casualidad los encontré;1;todos ellos;No;No;No;Sí;0;3;3;5;3;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;0-10 años;4;5;4;5;4
Femenino;México;29;convivencia en pareja;Universitario;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;1;todos ellos;No;No;Sí;No;0;3;3;3;3;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;Mayor de 30 años;4;5;4;4;4
Femenino;México;32;vivo con mis padres;Master;asalariado;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;3;4;4;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;1;1;1;1;1
Masculino;México;38;convivencia en pareja;Master;asalariado;Navegaba por la red y por casualidad los encontré;2;cerca de tres cuartos de ellos;No;No;No;Sí;0;3;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;4;3;5;5;4
Femenino;México;26;convivencia con compañeros de piso;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;4;cerca de la mitad de ellos;No;No;Sí;No;0;3;2;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;3;5;0-10 años;5;5;5;5;5
Femenino;Perú;27;vivo con mis padres;Estudios medios;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;4;cerca de un cuarto de ellos;Sí;Sí;Sí;Sí;0;3;3;5;4;5;4;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;4;5;5;10-20 años;5;3;4;5;4
Masculino;México;35;convivencia en pareja;Master;asalariado;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;3;3;4;2;4;4;Productor;Colaborador;Colaborador;Consumidor;Consumidor;5;5;5;0-10 años;3;3;5;4;5
Masculino;México;53;convivencia en pareja;Master;asalariado;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;No;0;3;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;1;1;1;1;1
Femenino;México;21;vivo con mis padres;Estudios medios;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;3;4;4;3;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;4;4;4;0-10 años;4;3;4;4;4
Femenino;México;24;vivo solo;Estudios superiores;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;3;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;10-20 años;4;5;4;4;4
Masculino;España;27;convivencia con compañeros de piso;Master;asalariado;Navegaba por la red y por casualidad los encontré;2;cerca de la mitad de ellos;No;No;No;Sí;0;3;2;2;2;2;2;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;3;3;3;10-20 años;4;3;4;4;4
Masculino;Estados Unidos;71;convivencia en pareja;Universitario;autónomo;Otro;0;ninguno de ellos;Sí;No;Sí;Sí;posiblemente crear una asociación en mi pueblo sobre el problema de la basura marina;3;4;5;3;5;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Masculino;Italia;26;vivo solo;Master;asalariado;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;3;5;5;5;5;5;Colaborador;Colaborador;Colaborador;Productor;Productor;4;5;5;10-20 años;5;5;5;5;5
Femenino;Perú;25;vivo con mis padres;Universitario;asalariado;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;No;No;Sí;0;3;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;0-10 años;5;5;5;5;5
Femenino;España;43;vivo con mis padres;Otro;asalariado;Alguien que conozco me recomendó probar los MOOCs;3;ninguno de ellos;Sí;No;No;No;0;3;3;4;3;5;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;4;0-10 años;5;5;5;5;5
Femenino;Perú;20;vivo solo;Estudios superiores;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;1;todos ellos;Sí;Sí;Sí;No;0;3;3;3;4;5;5;Consumidor;Consumidor;Consumidor;Productor;Colaborador;5;5;5;10-20 años;4;3;5;5;5
Femenino;Uruguay;24;vivo solo;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;0;todos ellos;No;No;No;No;Aprender y conocer el estado que se encuentra dicho tema asi como conocer contactos que trabajen en estos temas ;3;4;4;4;4;4;Consumidor;Colaborador;Consumidor;Consumidor;Consumidor;3;4;4;10-20 años;4;4;4;4;4
Femenino;México;21;vivo con mis padres;Estudios superiores;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;No;No;No;0;3;2;2;1;4;5;Consumidor;Consumidor;Productor;Consumidor;Consumidor;4;4;4;10-20 años;4;4;4;4;4
Masculino;Argentina;27;convivencia en pareja;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;No;Sí;No;0;3;4;4;4;4;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;3;5;4;10-20 años;4;4;4;4;4
Femenino;México;24;convivencia en pareja;Estudios superiores;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;No;Sí;No;0;3;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;4;5;5;5;4
Masculino;México;49;Otro;Universitario;autónomo;Alguno de mis compañeros de trabajo estaban realizando un MOOC;2;todos ellos;No;Sí;Sí;Sí;0;3;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;Mayor de 30 años;4;4;5;5;5
Femenino;Brasil;38;convivencia en pareja;Master;asalariado;Me encontré en una situación en la que se hablaba de los MOOCs;6;cerca de la mitad de ellos;Sí;Sí;Sí;Sí;0;3;5;5;5;5;5;Colaborador;Consumidor;Consumidor;Colaborador;Colaborador;3;5;5;0-10 años;4;5;4;5;5
Masculino;México;33;vivo solo;Master;desempleado y en búsqueda de empleo;Alguno de mis compañeros de trabajo estaban realizando un MOOC;0;ninguno de ellos;No;No;Sí;Sí;0;3;5;5;5;5;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;10-20 años;5;5;5;5;5
Masculino;Venezuela;56;vivo solo;Master;desempleado y en búsqueda de empleo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;23;cerca de tres cuartos de ellos;Sí;No;No;Sí;0;3;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Colaborador;5;5;5;10-20 años;5;5;4;5;5
Femenino;México;46;convivencia en pareja;Universitario;asalariado;Navegaba por la red y por casualidad los encontré;2;todos ellos;No;No;No;No;aprender sobre esta problematica que afecta a todos;3;5;5;4;4;3;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;10-20 años;4;4;5;4;5
Femenino;Chile;29;Otro;Estudios superiores;asalariado;Alguno de mis compañeros de trabajo estaban realizando un MOOC;0;ninguno de ellos;Sí;No;Sí;Sí;0;3;4;4;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;5;5;5;5;5
Masculino;México;26;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;No;Sí;Sí;0;3;4;5;3;5;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;10-20 años;4;4;4;4;4
Femenino;Brasil;29;vivo con mis padres;Master;estudiante;Navegaba por la red y por casualidad los encontré;2;cerca de la mitad de ellos;No;No;No;Sí;0;3;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;5;5;4;4;4
Masculino;Estados Unidos;54;convivencia en pareja;Doctorado;asalariado;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;No;0;3;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;3;4;5;10-20 años;5;2;4;5;3
Femenino;México;46;Otro;Estudios medios;asalariado;Otro;0;ninguno de ellos;No;Sí;No;No;0;3;5;3;3;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;1;5;0-10 años;5;5;5;5;5
Masculino;Portugal;23;vivo con mis padres;Otro;estudiante;Otro;0;ninguno de ellos;No;No;No;No;adquirir conociminto ;3;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;4;4;4;3;3
Masculino;México;41;convivencia en pareja;Master;Otro;Otro;3;cerca de tres cuartos de ellos;No;No;No;No;AMPLIAR HORIZONTES PROFESIONALES;3;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;4;5;5;0-10 años;5;5;4;5;5
Femenino;México;23;vivo con mis padres;Estudios medios;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;3;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;4;5;10-20 años;5;4;4;4;5
Femenino;México;25;vivo con mis padres;Estudios superiores;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;No;0;3;4;4;4;4;4;Colaborador;Consumidor;Colaborador;Productor;Colaborador;5;5;4;0-10 años;5;4;4;4;5
Femenino;México;25;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;3;5;4;4;4;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;4;4;4;4;4
Femenino;República Dominicana;20;vivo con mis padres;Estudios superiores;estudiante;Otro;0;ninguno de ellos;No;No;No;Sí;0;3;2;3;4;5;2;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;4;3;5;5;5
Masculino;Venezuela;34;convivencia en pareja;Master;autónomo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;3;3;5;2;5;3;Colaborador;Consumidor;Consumidor;Productor;Productor;5;2;5;10-20 años;5;5;5;4;5
Femenino;España;25;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;No;Sí;Sí;0;3;4;5;3;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;4;5;5;10-20 años;4;5;4;4;4
Femenino;México;49;Otro;Master;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;No;Sí;No;aprender sobre el tema;3;4;5;5;5;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;0-10 años;4;4;4;4;4
Femenino;México;21;vivo con mis padres;Universitario;estudiante;El MOOC era parte de los cursos que realizaba;0;ninguno de ellos;No;Sí;No;No;0;3;3;3;3;3;3;Productor;Productor;Productor;Productor;Productor;3;3;3;0-10 años;3;3;3;3;3
Femenino;Brasil;18;vivo con mis padres;Estudios medios;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;Sí;No;No;0;3;5;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;5;5;5;5;5
Femenino;México;35;convivencia en pareja;Master;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;Sí;0;3;4;4;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;3;4;4;5;5
Femenino;Colombia;23;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;Sí;0;3;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;3;4;5;5;5
Femenino;Colombia;23;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;Sí;0;3;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;3;4;5;5;5
Femenino;México;21;vivo con mis padres;Estudios superiores;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;3;2;2;2;4;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;4;4;10-20 años;4;4;4;4;4
Femenino;México;22;vivo con mis padres;Estudios superiores;estudiante;El MOOC era parte de los cursos que realizaba;0;ninguno de ellos;No;No;Sí;No;0;3;3;4;4;5;5;Productor;Productor;Productor;Consumidor;Productor;4;4;5;10-20 años;2;1;2;2;1
Femenino;México;29;vivo con mis padres;Master;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;Sí;0;3;3;5;4;5;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;10-20 años;5;3;4;5;5
Femenino;Ecuador;36;vivo con mis padres;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;Sí;Sí;0;3;3;4;3;4;3;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;10-20 años;2;2;4;4;4
Masculino;México;21;vivo con mis padres;Estudios superiores;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;3;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;5;5;5;5;5
Femenino;Colombia;26;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;3;4;5;4;5;5;Productor;Consumidor;Productor;Consumidor;Consumidor;3;4;5;Mayor de 30 años;4;4;4;4;5
Masculino;Brasil;60;convivencia en pareja;Universitario;asalariado;El MOOC era parte de los cursos que realizaba;10;cerca de un cuarto de ellos;Sí;No;No;Sí;0;3;5;5;4;5;5;Colaborador;Colaborador;Colaborador;Productor;Productor;5;5;5;0-10 años;5;4;4;4;4
Femenino;México;18;vivo con mis padres;Estudios medios;estudiante;Me encontré en una situación en la que se hablaba de los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;3;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;0-10 años;5;5;5;5;5
Masculino;México;55;vivo solo;Master;militar;Alguno de mis compañeros de trabajo estaban realizando un MOOC;1;todos ellos;No;No;Sí;No;0;3;4;5;5;4;4;Productor;Consumidor;Consumidor;Consumidor;Colaborador;4;4;4;0-10 años;4;4;4;4;4
Femenino;Brasil;37;convivencia en pareja;Doctorado;asalariado;Otro;0;ninguno de ellos;No;No;No;Sí;0;3;2;2;2;2;2;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;3;3;2;10-20 años;4;3;3;3;4
Femenino;España;27;convivencia con compañeros de piso;Universitario;estudiante;Otro;7;cerca de un cuarto de ellos;Sí;Sí;Sí;Sí;0;3;3;4;4;4;3;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;10-20 años;5;5;4;4;4
Masculino;Argentina;44;convivencia en pareja;Estudios medios;asalariado;Alguien que conozco me recomendó probar los MOOCs;4;ninguno de ellos;Sí;No;Sí;Sí;0;3;4;5;4;5;3;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;10-20 años;4;4;4;4;4
Femenino;Brasil;40;Otro;Universitario;asalariado;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;No;No;Sí;0;3;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;5;5;5;5;5
Femenino;Perú;19;vivo solo;Estudios medios;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;Sí;No;Sí;0;3;3;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;5;5;4;4;5
Masculino;España;23;vivo con mis padres;Master;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;No;No;No;0;3;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;3;3;3;3;3
Femenino;México;42;convivencia en pareja;Estudios superiores;asalariado;Otro;0;ninguno de ellos;Sí;No;No;No;0;3;4;3;4;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;4;4;4;10-20 años;4;4;4;4;4
Femenino;Brasil;30;convivencia con compañeros de piso;Master;Otro;Leí sobre MOOCs en revistas y publicaciones especializadas;0;todos ellos;No;No;No;No;conocer mas de basura marina;3;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;4;5;5;10-20 años;4;5;4;3;4
Masculino;Panamá;33;vivo solo;Universitario;asalariado;Otro;4;todos ellos;Sí;Sí;Sí;Sí;0;3;3;5;5;4;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;4;4;4;4;4
Masculino;Colombia;21;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Alguien que conozco me recomendó probar los MOOCs;6;todos ellos;No;No;Sí;Sí;0;3;3;3;3;4;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;0-10 años;4;4;4;4;4
Femenino;Brasil ;25;vivo con mis padres;Estudios medios;estudiante;Navegaba por la red y por casualidad los encontré;1;todos ellos;Sí;Sí;Sí;Sí;0;3;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;10-20 años;5;5;5;5;5
Femenino;México;21;vivo con mis padres;Diplomado;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;Sí;No;0;3;4;4;4;5;4;Consumidor;Consumidor;Consumidor;Colaborador;Productor;4;5;5;0-10 años;5;5;5;5;5
Femenino;México;21;vivo con mis padres;Universitario;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;Sí;No;No;0;3;3;3;3;3;3;Productor;Productor;Productor;Productor;Productor;3;3;3;0-10 años;3;3;3;3;3
Femenino;Chile;24;Otro;Estudios medios;estudiante;Navegaba por la red y por casualidad los encontré;2;ninguno de ellos;No;Sí;No;No;0;3;3;5;4;3;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;4;5;4;5;4
Femenino;México;20;vivo con mis padres;Estudios medios;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;3;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;1;1;1;1;1
Femenino;Brasil;30;vivo con mis padres;Master;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;No;Sí;Sí;0;3;4;5;5;5;4;Productor;Consumidor;Productor;Colaborador;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Femenino;Brasil;36;convivencia en pareja;Master;asalariado;Otro;4;cerca de tres cuartos de ellos;No;No;No;No;agregar conocimiento;3;4;4;4;4;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;10-20 años;4;4;3;3;2
Femenino;República Dominicana;23;vivo con mis padres;Universitario;asalariado;Navegaba por la red y por casualidad los encontré;1;ninguno de ellos;Sí;No;No;Sí;0;3;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;20-30 años;5;5;5;5;5
Masculino;Chile;26;convivencia con compañeros de piso;Universitario;desempleado pero no en búsqueda activa de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;Sí;No;0;3;2;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;5;5;10-20 años;3;4;4;5;4
Femenino;España;39;vivo solo;Master;asalariado;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;No;No;No;ampliar mis conocimientos;3;4;5;4;5;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;3;5;5;10-20 años;3;4;3;3;4
Femenino;España;24;vivo con mis padres;Estudios superiores;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;3;3;4;3;5;4;Consumidor;Consumidor;Consumidor;Productor;Productor;4;5;3;10-20 años;4;5;5;4;3
Masculino;Brasil;39;convivencia con compañeros de piso;Diplomado;estudiante;Mi universidad los ofrece;5;cerca de tres cuartos de ellos;No;No;No;Sí;0;3;5;5;5;5;5;Colaborador;Colaborador;Colaborador;Colaborador;Colaborador;3;4;4;10-20 años;4;4;4;4;4
Masculino;Belgica;39;convivencia en pareja;Doctorado;asalariado;Me encontré en una situación en la que se hablaba de los MOOCs;21;todos ellos;No;No;No;No;quiero aprender, pero no participar mucho en las discusiones (por falta de tiempo);3;5;5;3;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;4;4;5;Mayor de 30 años;3;3;3;3;3
